Found (ofc legally) and compiled into one file with additions by me lol. Shoutouts to Exodus, Jolly Roger, Mentor and everyone else carin bout hackers culture these days
                                -=>Space_weed<=-

[Index to the Anarchist Cookbook IV, ver. 4.14]

COOKBOOK.IV:  Intro by Exodus
     Nitrostarch explosives are simple to make, and are fairly powerful.  All
that need be done is treat various starches with a mixture of concentrated nitric
and sulfuric acids.  10 ml of concentrated sulfuric acid is added to 10 ml of
concentrated nitric acid.  To this mixture is added 0.5 grams of starch.  Cold
water is added, and the apparently unchanged nitrostarch is filtered out.
Nitrostarch explosives are of slightly lower power than T.N.T., but they are
more readily detonated.


3.38     PICRIC ACID

     Picric acid, also known as Tri-Nitro-Phenol, or T.N.P., is a military
explosive that is most often used as a booster charge to set off another less
sensitive explosive, such as T.N.T.  It another explosive that is fairly simple
to make, assuming that one can acquire the concentrated sulfuric and nitric
acids.  Its procedure for manufacture is given in many college chemistry lab
manuals, and is easy to follow.  The main problem with picric acid is its
tendency to form dangerously sensitive and unstable picrate salts, such as
potassium picrate.  For this reason, it is usually made into a safer form, such
as ammonium picrate, also called explosive D.  A social deviant would probably
use a formula similar to the one presented here to make picric acid.


     MATERIALS                         EQUIPMENT
     _________                         _________

     phenol (9.5 g)                    500 ml flask

     concentrated                      adjustable heat source
     sulfuric acid (12.5 ml)
                                       1000 ml beaker
     concentrated nitric               or other container
     acid (38 ml)                      suitable for boiling in

     distilled water                   filter paper
                                       and funnel

                                       glass stirring rod

1) Place 9.5 grams of phenol into the 500 ml flask, and carefully add 12.5
   ml of concentrated sulfuric acid and stir the mixture.

2) Put 400 ml of tap water into the 1000 ml beaker or boiling container and
   bring the water to a gentle boil.

3) After warming the 500 ml flask under hot tap water, place it in the boiling
   water, and continue to stir the mixture of phenol and acid for about thirty
   minutes.  After thirty minutes, take the flask out, and allow it to cool for
   about five minutes.

4) Pour out the boiling water used above, and after allowing the container to
   cool, use it to create an ice bath, similar to the one used in section 3.13,
   steps 3-4.  Place the 500 ml flask with the mixed acid an phenol in the ice
   bath.  Add 38 ml of concentrated nitric acid in small amounts, stirring the
   mixture constantly.  A vigorous but "harmless" reaction should occur.  When
   the mixture stops reacting vigorously, take the flask out of the ice bath.

5) Warm the ice bath container, if it is glass, and then begin boiling more tap
